epoch,train_loss,val_accuracy,val_macro_f1,lr
1,0.5850778587928558,0.36395879074480664,0.35048806917951647,9.990133642141359e-05
2,0.30920781261766217,0.47779091369701066,0.4398531376116204,9.96057350657239e-05
3,0.2137547137833829,0.5266002364465462,0.4703748801368768,9.911436253643444e-05
4,0.1644060169352192,0.5075156223610876,0.46048669450774343,9.842915805643155e-05
5,0.137566106110266,0.4595507515622361,0.4321348114575284,9.755282581475769e-05
6,0.12677813300009547,0.6240499915554805,0.5324964225741324,9.648882429441257e-05
7,0.11255837525154622,0.5647694646174632,0.517170250569972,9.524135262330098e-05
8,0.10148775568983914,0.5939875021111298,0.5358189314838707,9.381533400219317e-05
9,0.09145393851532518,0.5688228339807465,0.5053621693549148,9.221639627510075e-05
10,0.0863948856551505,0.6385745651072454,0.5594252052340309,9.045084971874735e-05
11,0.08542523433363902,0.5627427799358217,0.49408453063364605,8.852566213878945e-05
12,0.0699416845039896,0.6387434554973822,0.5660686295866116,8.644843137107056e-05
13,0.07134761023575649,0.6701570680628273,0.5870757079474169,8.422735529643442e-05
14,0.0637811121560593,0.6780949163992569,0.5994382227933083,8.187119948743447e-05
15,0.06412044640210915,0.6478635365647695,0.5774151004998259,7.938926261462366e-05
16,0.05305401523473535,0.6883972301976018,0.6025512878471013,7.679133974894982e-05
17,0.05519522166124378,0.6522546867083263,0.5499838102597235,7.408768370508575e-05
18,0.05101606061030304,0.6672859314305016,0.5658768544283665,7.128896457825361e-05
19,0.04355947894519572,0.6453301807127174,0.5773589745170018,6.840622763423389e-05
20,0.04283564111672816,0.6929572707312954,0.5967148438871428,6.545084971874736e-05
21,0.04218483367678457,0.6958284073636211,0.6004694020512833,6.243449435824272e-05
22,0.037908672298658345,0.7155885830096268,0.6120884760865967,5.9369065729286224e-05
23,0.03512966847561896,0.7402465799695997,0.6256376881439947,5.626666167821521e-05
24,0.034036824336323455,0.7120418848167539,0.6156846239189102,5.3139525976465657e-05
25,0.028629404210060168,0.71119743286607,0.6199871395674657,4.999999999999998e-05
26,0.03131415946483006,0.7292687046107077,0.6275123681162988,4.6860474023534314e-05
27,0.023999340439919987,0.7554467150819119,0.6477933977590161,4.3733338321784775e-05
28,0.023074326028478316,0.7709846309744975,0.6483166570853355,4.063093427071375e-05
29,0.021265080386382203,0.7399087991893262,0.6292411308192591,3.756550564175724e-05
30,0.020637373634508585,0.7475088667454822,0.633837467606267,3.454915028125263e-05
31,0.018169953821067657,0.7495355514271238,0.6458359518287159,3.1593772365766105e-05
32,0.015884305720744996,0.7870292180374937,0.666235904977426,2.8711035421746357e-05
33,0.015283357012976796,0.7855092045262625,0.6616432954944936,2.591231629491422e-05
34,0.013832339980114433,0.7915892585711873,0.668211418790355,2.3208660251050148e-05
35,0.012588913028731035,0.7865225468670832,0.6547224979469164,2.061073738537634e-05
36,0.009854724630067788,0.8008782300287114,0.6788454321569681,1.8128800512565503e-05
37,0.009793185070014013,0.797838203006249,0.6711236724414459,1.5772644703565555e-05
38,0.00923941788522445,0.7990204357372066,0.6752494325814136,1.3551568628929426e-05
39,0.009513687188253291,0.8040871474413106,0.6844994721790878,1.1474337861210536e-05
40,0.008287135930961092,0.803749366661037,0.6787514619148007,9.549150281252626e-06
41,0.007907229703887868,0.8000337780780273,0.6817448062005634,7.783603724899252e-06
42,0.007169190602945896,0.8115183246073299,0.6813304970609033,6.184665997806817e-06
43,0.0074793319746771815,0.8094916399256882,0.6800922772221407,4.75864737669903e-06
44,0.005962901469264865,0.8118561053876034,0.6890829833894706,3.5111757055874303e-06
45,0.005344857139757718,0.8106738726566458,0.6764177638621023,2.4471741852423216e-06
46,0.005849003294630846,0.8069582840736362,0.6795182601170813,1.5708419435684504e-06
47,0.005700744050967847,0.8108427630467826,0.6826936720506271,8.856374635655631e-07
48,0.005113409300599796,0.8096605303158251,0.6813517067500823,3.942649342761114e-07
49,0.005276263377113317,0.8132072285086979,0.6809402082442592,9.866357858642197e-08
50,0.006826437588212633,0.8130383381185611,0.6837081268313596,0.0
