epoch,train_loss,val_accuracy,val_macro_f1,lr
1,0.7851542002644111,0.6738726566458368,0.5680174584894248,9.990133642141359e-05
2,0.4440442126368748,0.66525924674886,0.5675256294177192,9.96057350657239e-05
3,0.2972598882387802,0.7226819793953724,0.5862641710371175,9.911436253643444e-05
4,0.2267634450950734,0.7524066880594494,0.6390283976197473,9.842915805643155e-05
5,0.18264215091742028,0.7297753757811181,0.6173139033577347,9.755282581475769e-05
6,0.15595809677270953,0.7586556324945111,0.6410778762907069,9.648882429441257e-05
7,0.14003022176774324,0.7625401114676575,0.6324726904185262,9.524135262330098e-05
8,0.12078877946942379,0.7618645499071103,0.6357087117131375,9.381533400219317e-05
9,0.1096597176499128,0.7915892585711873,0.6637428586301694,9.221639627510075e-05
10,0.10315524016123973,0.7684512751224455,0.6584510021821157,9.045084971874735e-05
11,0.08703750957124844,0.7856780949163993,0.6424263402193207,8.852566213878945e-05
12,0.08730681410806183,0.7843269717953049,0.6499470880615826,8.644843137107056e-05
13,0.0780708730374122,0.7730113156561391,0.6399408019666809,8.422735529643442e-05
14,0.06826570560720671,0.7914203681810505,0.6497626679246427,8.187119948743447e-05
15,0.06491224698729509,0.7883803411585881,0.6567342657940417,7.938926261462366e-05
16,0.06587115796147053,0.807127174463773,0.6707513737590498,7.679133974894982e-05
17,0.05602876447206694,0.8007093396385746,0.651293982659621,7.408768370508575e-05
18,0.05406084966484384,0.802060462759669,0.6562591129906863,7.128896457825361e-05
19,0.04813904566138563,0.8047627090018578,0.6664481583314696,6.840622763423389e-05
20,0.04673464548244243,0.8044249282215842,0.6669643626012979,6.545084971874736e-05
21,0.04191077304303259,0.8115183246073299,0.668220814544348,6.243449435824272e-05
22,0.03714282650440944,0.8135450092889714,0.6708754933451447,5.9369065729286224e-05
23,0.03706291986339649,0.8089849687552778,0.6678401333368685,5.626666167821521e-05
24,0.037475050093349886,0.8148961324100659,0.671963305043678,5.3139525976465657e-05
25,0.028577496004453595,0.815571693970613,0.6751939663732734,4.999999999999998e-05
26,0.025823455115556705,0.8101672014862354,0.6817409296440422,4.6860474023534314e-05
27,0.029471255057171252,0.803749366661037,0.6721990419539964,4.3733338321784775e-05
28,0.025272935515656646,0.8160783651410235,0.6766828071160756,4.063093427071375e-05
29,0.0200013689372405,0.8108427630467826,0.6720947281924385,3.756550564175724e-05
30,0.01908735334410462,0.8133761188988347,0.6801246151098483,3.454915028125263e-05
31,0.018773840626599987,0.8216517480155379,0.6744687481946426,3.1593772365766105e-05
32,0.01867204931520898,0.8219895287958116,0.6849293117329628,2.8711035421746357e-05
33,0.013591431258991536,0.8192872825536227,0.6660032943672226,2.591231629491422e-05
34,0.015320053003022726,0.8208072960648539,0.6823620652112828,2.3208660251050148e-05
35,0.012187808194431294,0.8258740077689579,0.6910487799115941,2.061073738537634e-05
36,0.011481635328314295,0.8231717615267691,0.6874527713855121,1.8128800512565503e-05
37,0.01043834210753656,0.823340651916906,0.6892657337569712,1.5772644703565555e-05
38,0.010083200419783351,0.8270562404999156,0.6868699865852982,1.3551568628929426e-05
39,0.010553831282907785,0.8221584191859483,0.6838133185714153,1.1474337861210536e-05
40,0.009977310579891869,0.8279006924505996,0.6922955061127269,9.549150281252626e-06
41,0.008550844084301715,0.8292518155716939,0.6900897404565216,7.783603724899252e-06
42,0.009308032335274904,0.8265495693295052,0.6850153340491084,6.184665997806817e-06
43,0.007047475857654124,0.8253673365985476,0.6826495267890904,4.75864737669903e-06
44,0.006206777678972284,0.8265495693295052,0.683994660881903,3.5111757055874303e-06
45,0.006100585439004899,0.82840736362101,0.6878842015292912,2.4471741852423216e-06
46,0.005550668016197165,0.8292518155716939,0.6881887580622981,1.5708419435684504e-06
47,0.0055563884744200855,0.830940719473062,0.6907703258906542,8.856374635655631e-07
48,0.006115098517464974,0.8299273771322412,0.692161292752845,3.942649342761114e-07
