epoch,train_loss,val_accuracy,val_macro_f1,lr
1,0.8033300624608709,0.6877216686370545,0.5663223950883306,9.990133642141359e-05
2,0.4766630407868101,0.6284411416990373,0.5467174807013403,9.96057350657239e-05
3,0.3420249740905756,0.7007262286775883,0.599374173152096,9.911436253643444e-05
4,0.26660390050222216,0.7142374598885324,0.5913228689100405,9.842915805643155e-05
5,0.2285909000814494,0.7525755784495862,0.6289055226441999,9.755282581475769e-05
6,0.1999224890401648,0.7483533186961662,0.6141267446023663,9.648882429441257e-05
7,0.1781687313741812,0.7446377301131566,0.6263395231955824,9.524135262330098e-05
8,0.16223003304282727,0.7581489613241007,0.6324807296537495,9.381533400219317e-05
9,0.14573980625235491,0.7932781624725553,0.6456119152439487,9.221639627510075e-05
10,0.1339485285468169,0.7785846985306536,0.6412667433428042,9.045084971874735e-05
11,0.12201725868896172,0.7650734673197095,0.6577036975854498,8.852566213878945e-05
12,0.11011145684800282,0.7497044418172606,0.6396037502160783,8.644843137107056e-05
13,0.11035956330709304,0.779935821651748,0.6505408248327612,8.422735529643442e-05
14,0.09141001044779812,0.7475088667454822,0.6123157242934065,8.187119948743447e-05
15,0.08899934216083312,0.756122276642459,0.6315436406417498,7.938926261462366e-05
16,0.08069539384212716,0.7696335078534031,0.6493195008685362,7.679133974894982e-05
17,0.08055926003867131,0.783313629454484,0.6636504555933935,7.408768370508575e-05
18,0.076406775716293,0.7871981084276305,0.6637816988115542,7.128896457825361e-05
19,0.06623104963231728,0.7806113832122952,0.6511516461755333,6.840622763423389e-05
20,0.06343296949187205,0.8056071609525418,0.6676305953670513,6.545084971874736e-05
21,0.057049841489856555,0.8003715588583009,0.6693756281467618,6.243449435824272e-05
22,0.05227272813707414,0.8130383381185611,0.667560626825038,5.9369065729286224e-05
23,0.04955065380662571,0.7949670663739233,0.6582199205338006,5.626666167821521e-05
24,0.047316810227737746,0.8051004897821314,0.6699684042468952,5.3139525976465657e-05
25,0.04341216289850967,0.8076338456341834,0.6745413440910849,4.999999999999998e-05
26,0.03827175877133123,0.8018915723695321,0.6625355373477844,4.6860474023534314e-05
27,0.03698382649506932,0.813882790069245,0.6848694882551934,4.3733338321784775e-05
28,0.03425985146959707,0.8192872825536227,0.6819845620059888,4.063093427071375e-05
29,0.02678168718220383,0.8148961324100659,0.6757575673968099,3.756550564175724e-05
30,0.029185900434790708,0.8162472555311603,0.6820982466026082,3.454915028125263e-05
31,0.024291029560916548,0.8099983110960987,0.6737261975153821,3.1593772365766105e-05
32,0.021914324328658204,0.8147272420199291,0.6760181770218837,2.8711035421746357e-05
33,0.020698794069694035,0.8213139672352643,0.681769949989237,2.591231629491422e-05
34,0.018380510784818546,0.826718459719642,0.6850163666097145,2.3208660251050148e-05
35,0.016909244937762833,0.8240162134774531,0.6808794849656696,2.061073738537634e-05
36,0.014474074083089958,0.8255362269886843,0.689055559746546,1.8128800512565503e-05
37,0.015170168917202664,0.830096267522378,0.6878024174116943,1.5772644703565555e-05
38,0.012746921010608793,0.8240162134774531,0.6912505606615222,1.3551568628929426e-05
39,0.013101324943260965,0.8299273771322412,0.6908127857886436,1.1474337861210536e-05
40,0.012231063512316722,0.8321229522040196,0.6921299448454161,9.549150281252626e-06
41,0.010127370928105827,0.8346563080560716,0.6963509473108772,7.783603724899252e-06
42,0.00890629889758977,0.8311096098631988,0.693623689633186,6.184665997806817e-06
43,0.008868894943374107,0.8322918425941563,0.6904433065278381,4.75864737669903e-06
44,0.007949592956638126,0.8312785002533356,0.6941954745468926,3.5111757055874303e-06
45,0.008361983508930821,0.8316162810336092,0.6944548495857601,2.4471741852423216e-06
46,0.006430749495240873,0.833474075325114,0.69409841721889,1.5708419435684504e-06
47,0.008206250129920312,0.8333051849349772,0.6953956811778008,8.856374635655631e-07
48,0.00748406242269837,0.8304340483026516,0.6910453715134709,3.942649342761114e-07
49,0.006408727750177298,0.8346563080560716,0.696456566508181,9.866357858642197e-08
50,0.007194530406911208,0.836007431177166,0.701314330165183,0.0
