epoch,train_loss,val_accuracy,val_macro_f1,lr
1,0.8924104163487154,0.5838540787029218,0.5175709970602306,9.990133642141359e-05
2,0.6187802887904278,0.5961830771829083,0.5369710097064616,9.96057350657239e-05
3,0.4893716102676513,0.6845127512244553,0.5809922379842115,9.911436253643444e-05
4,0.3957320842215795,0.6757304509373416,0.5673129326631964,9.842915805643155e-05
5,0.3345792043274222,0.7191352812024996,0.6206655540003968,9.755282581475769e-05
6,0.28909881726796616,0.7022462421888195,0.5995343424582331,9.648882429441257e-05
7,0.26027283591243,0.7343354163148117,0.6035607280770062,9.524135262330098e-05
8,0.22449218071809762,0.7321398412430332,0.6309836637943617,9.381533400219317e-05
9,0.2058642365549104,0.768957946292856,0.6462238703385033,9.221639627510075e-05
10,0.19306127037116197,0.7603445363958791,0.6440423979573062,9.045084971874735e-05
11,0.18422901451788293,0.7605134267860159,0.6418803075802579,8.852566213878945e-05
12,0.15846868308795542,0.757811180543827,0.6241461341383571,8.644843137107056e-05
13,0.15199228284740235,0.7721668637054552,0.6562454742229965,8.422735529643442e-05
14,0.13960101149968435,0.7633845634183415,0.6532222455785966,8.187119948743447e-05
15,0.1298257529200049,0.7530822496199966,0.6373793475688743,7.938926261462366e-05
16,0.119464005714935,0.7660868096605303,0.663586865914831,7.679133974894982e-05
17,0.11018984382537654,0.7645667961492991,0.6429944010983244,7.408768370508575e-05
18,0.1037364353917803,0.7887181219388617,0.6541151222413794,7.128896457825361e-05
19,0.0971202922736277,0.7789224793109272,0.6659825094870755,6.840622763423389e-05
20,0.08994641424461458,0.7946292855936498,0.664076505571839,6.545084971874736e-05
21,0.07998006553338742,0.7882114507684512,0.6632306814096183,6.243449435824272e-05
22,0.07481742294041516,0.7747002195575072,0.644556607589289,5.9369065729286224e-05
23,0.07091322503162903,0.7794291504813377,0.6541113169583554,5.626666167821521e-05
24,0.06423318889968188,0.7899003546698193,0.6697006059097715,5.3139525976465657e-05
25,0.05556688473312954,0.7939537240331025,0.676974358416734,4.999999999999998e-05
26,0.053343635610541756,0.8034115858807633,0.6880344980583607,4.6860474023534314e-05
27,0.04734778617361281,0.7998648876878905,0.6656277617768266,4.3733338321784775e-05
28,0.04516265335022629,0.7983448741766593,0.6759954864112393,4.063093427071375e-05
29,0.040447072772101425,0.8152339131903394,0.6821070940799261,3.756550564175724e-05
30,0.03685670368105636,0.8165850363114339,0.6767609459897191,3.454915028125263e-05
31,0.034384195069584886,0.8123627765580138,0.6830005295662677,3.1593772365766105e-05
32,0.029414809490839015,0.8175983786522547,0.6854200926293169,2.8711035421746357e-05
33,0.028379132061585176,0.8157405843607499,0.6932790522317908,2.591231629491422e-05
34,0.02643062723158362,0.8189495017733491,0.6900235810654614,2.3208660251050148e-05
35,0.02185284667309801,0.8221584191859483,0.6914440872259398,2.061073738537634e-05
36,0.019168851071936402,0.8152339131903394,0.6811878369886492,1.8128800512565503e-05
37,0.018800807938490406,0.8260428981590947,0.6851433141341785,1.5772644703565555e-05
38,0.017041610703332866,0.8181050498226651,0.6811714230901278,1.3551568628929426e-05
39,0.016386959685757863,0.8248606654281372,0.691531445575283,1.1474337861210536e-05
40,0.014164850679874887,0.8304340483026516,0.7024334936056411,9.549150281252626e-06
41,0.011321640200555672,0.8295895963519676,0.6939421963549881,7.783603724899252e-06
42,0.010985321479323039,0.8263806789393684,0.6964586661501082,6.184665997806817e-06
43,0.01077080289805904,0.8251984462084108,0.6940055742948994,4.75864737669903e-06
44,0.010198284276683895,0.8277318020604627,0.6946358313900403,3.5111757055874303e-06
45,0.009918419128593918,0.8260428981590947,0.698228038435654,2.4471741852423216e-06
46,0.007629936872960086,0.8316162810336092,0.7037444368642249,1.5708419435684504e-06
47,0.009324956469177286,0.830096267522378,0.7026016235244938,8.856374635655631e-07
48,0.008253891953586633,0.8329674041547036,0.7033279615001722,3.942649342761114e-07
49,0.007950329257682048,0.8322918425941563,0.7046505919361159,9.866357858642197e-08
50,0.007446531333507352,0.8324607329842932,0.7038669453081465,0.0
