epoch,train_loss,val_accuracy,val_macro_f1,lr
1,0.9454549848902203,0.2761296211775445,0.1854566849189282,9.980973490458728e-05
2,0.5322773853937784,0.3151528982199909,0.20465575415194132,9.92403876506104e-05
3,0.3732139030127623,0.33865814696485624,0.21282087600099442,9.82962913144534e-05
4,0.2730194435866443,0.38863532633500686,0.22997021917996657,9.698463103929541e-05
5,0.21845229440051986,0.3931994523048836,0.2371560632692229,9.531538935183249e-05
6,0.18354233976250073,0.41533546325878595,0.2318037633641583,9.330127018922193e-05
7,0.1563758941336393,0.3966225467822912,0.23646512371222314,9.095760221444959e-05
8,0.13713381342284925,0.42743039707895936,0.24149699685765902,8.830222215594888e-05
9,0.12243668405104777,0.41921497033318117,0.24207024396982985,8.535533905932735e-05
10,0.10907138064215861,0.4162482884527613,0.24335228021308358,8.213938048432694e-05
11,0.09933742771891416,0.4390689183021451,0.25237824320747737,7.867882181755228e-05
12,0.08776728637579524,0.42971246006389774,0.24956652054259165,7.499999999999997e-05
13,0.08044868579637007,0.43541761752624375,0.25039812575462206,7.113091308703494e-05
14,0.07506265430188191,0.4418073938840712,0.24552867553943125,6.710100716628342e-05
15,0.0681271701741496,0.4418073938840712,0.25157732373647973,6.294095225512602e-05
16,0.0653117325062752,0.44568690095846647,0.2566496145368669,5.8682408883346504e-05
17,0.06343052229278391,0.44523048836147877,0.2527807320523582,5.435778713738289e-05
18,0.056242614405982085,0.44317663167503424,0.2551377220905993,4.999999999999999e-05
19,0.049878544915376605,0.44751255134641715,0.254821838673201,4.564221286261709e-05
20,0.05091306835399864,0.4559561843906892,0.265497007004962,4.131759111665347e-05
21,0.04436097769002481,0.45413053400273845,0.25792677828723265,3.7059047744873944e-05
22,0.04713143411121924,0.44979461433135554,0.2580342744325539,3.289899283371657e-05
23,0.04450074501722158,0.46759470561387495,0.2633749903390661,2.886908691296503e-05
24,0.03915283190987523,0.46348699224098583,0.26013638897600916,2.5000000000000005e-05
25,0.0356387306215336,0.46234596074851664,0.25935003574062243,2.1321178182447686e-05
26,0.035157283600655655,0.46052031036056595,0.26046462339251664,1.7860619515673026e-05
27,0.03613388899541252,0.4650844363304427,0.258680949963684,1.4644660940672622e-05
28,0.03141441951799067,0.468963943404838,0.2659294335805393,1.16977778440511e-05
29,0.03337079783635896,0.4637151985394797,0.2638281504113341,9.0423977855504e-06
30,0.030083409301664484,0.4662254678229119,0.2618641769349087,6.698729810778073e-06
31,0.028588172328669743,0.46827932450935644,0.2645860905098836,4.6846106481675004e-06
32,0.03106521028034565,0.4751255134641716,0.2673240397734459,3.0153689607045824e-06
33,0.027845040321569415,0.47466910086718395,0.269843720309601,1.7037086855465833e-06
34,0.032028429421328594,0.4744408945686901,0.26857302942625527,7.596123493895985e-07
35,0.033018819289566584,0.4691921497033318,0.26506009330460756,1.9026509541272264e-07
36,0.02856076513496531,0.47193062528525787,0.27005002203651135,0.0
